"","id","name","release_date","publisher","categories","user_rating","expert_rating","game_mode"
"1043",492720,"Tropico 6","2019-03-29","Kalypso Media","Single-player Online Multi-Player",0.85,0.78,0
"1044",493200,"RiME","2017-05-26","Grey Box;Six Foot","Single-player",0.9,0.78,1
"1045",493340,"Planet Coaster","2016-11-17","Frontier Developments","Single-player",0.89,0.84,1
"1046",493900,"Dungeons 3","2017-10-13","Kalypso Media Digital","Single-player Multi-player   Multiplayer",0.94,0.75,0
"1047",495910,"Dungeon Fighter Online","2016-08-09","Neople","Online Multi-Player",0.74,0.78,0
"1048",499520,"The Turing Test","2016-08-30","Square Enix","Single-player",0.86,0.74,1
"1049",501080,"Fishing: Barents Sea","2018-02-07","astragon Entertainment","Single-player",0.72,0.69,1
"1050",501300,"What Remains of Edith Finch","2017-04-24","Annapurna Interactive","Single-player",0.95,0.89,1
"1051",501590,"Bulletstorm: Full Clip Edition","2017-04-07","Gearbox Publishing","Single-player",0.83,0.76,1
"1052",502800,"SENRAN KAGURA ESTIVAL VERSUS","2017-03-17","XSEED Games;Marvelous USA, Inc.;Marvelous","Single-player Multi-player",0.96,0.71,0
"1053",503560,"911 Operator","2017-02-24","Games Operators;PlayWay S.A.","Single-player",0.84,0.68,1
"1054",503940,"Railway Empire","2018-01-26","Kalypso Media Digital","Single-player",0.81,0.74,1
"1055",504230,"Celeste","2018-01-25","Matt Makes Games Inc.","Single-player",0.97,0.88,1
"1056",504370,"Battlerite","2017-11-08","Stunlock Studios","Single-player Multi-player Online Multi-Player",0.84,0.85,0
"1057",506610,"Five Nights at Freddy's: Sister Location","2016-10-07","Scott Cawthon","Single-player",0.91,0.62,1
"1058",507490,"Ashes of the Singularity: Escalation","2016-11-10","Stardock Entertainment","Single-player Multi-player Online Multi-Player",0.77,0.81,0
"1059",512250,"Oh...Sir!! The Insult Simulator","2016-10-25","Good Shepherd Entertainment","Single-player Multi-player   Multiplayer",0.91,0.64,0
"1060",512790,"Quern - Undying Thoughts","2016-11-28","Zadbox Entertainment","Single-player",0.92,0.83,1
"1061",514900,">observer_","2017-08-15","Aspyr","Single-player",0.81,0.78,1
"1062",515220,"F1™ 2017","2017-08-24","Codemasters;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player",0.83,0.89,0
"1063",517630,"Just Cause 4","2018-12-04","Square Enix","Single-player",0.35,0.68,1
"1064",517710,"Redout: Enhanced Edition","2016-09-02","34BigThings srl","Single-player Multi-player Online Multi-Player",0.87,0.81,0
"1065",519860,"DUSK","2018-12-10","New Blood Interactive","Single-player Online Multi-Player",0.98,0.88,0
"1066",521890,"Hello Neighbor","2017-12-08","tinyBuild","Single-player",0.71,0.38,1
"1067",523210,"A Normal Lost Phone","2017-01-26","Dear Villagers","Single-player",0.87,0.71,1
"1068",523780,"Emily is Away Too","2017-05-26","Kyle Seeley","Single-player",0.93,0.81,1
"1069",524220,"NieR:Automata™","2017-03-17","Square Enix","Single-player",0.81,0.84,1
"1070",525480,".hack//G.U. Last Recode","2017-11-03","BANDAI NAMCO Entertainment","Single-player",0.88,0.69,1
"1071",525510,"Guns, Gore and Cannoli 2","2018-03-02","Crazy Monkey Studios","Single-player Online Multi-Player Local Multi-Player   Local    Multiplayer",0.94,0.8,0
"1072",527230,"For The King","2018-04-19","Curve Digital","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.84,0.79,0
"1073",527270,"Atelier Sophie: The Alchemist of the Mysterious Book","2017-02-07","KOEI TECMO GAMES CO., LTD.","Single-player",0.89,0.73,1
"1074",527430,"Warhammer 40,000: Inquisitor - Martyr","2018-06-05","NeocoreGames","Single-player Multi-player Online Multi-Player",0.64,0.67,0
"1075",530630,"Empires Apart","2018-03-29","Slitherine Ltd.","Single-player Multi-player Online Multi-Player",0.62,0.68,0
"1076",532110,"Rusty Lake: Roots","2016-10-20","Rusty Lake","Single-player",0.95,0.75,1
"1077",532840,"CAYNE","2017-01-24","THE BROTHERHOOD","Single-player",0.81,0.75,1
"1078",535230,"Domina","2017-04-03","DolphinBarn","Single-player",0.87,0.73,1
"1079",535930,"Two Point Hospital","2018-08-29","SEGA","Single-player",0.84,0.83,1
"1080",537800,"Bomber Crew","2017-10-19","Curve Digital","Single-player",0.89,0.75,1
"1081",538680,"The Legend of Heroes: Trails of Cold Steel","2017-08-02","XSEED Games;Marvelous USA, Inc.","Single-player",0.96,0.8,1
"1082",543460,"Dead Rising 4","2017-03-14","Capcom","Single-player Online Multi-Player",0.47,0.74,0
"1083",543900,"METAL GEAR SURVIVE","2018-02-21","Konami Digital Entertainment","Single-player Multi-player Online Multi-Player",0.64,0.54,0
"1084",544750,"SOULCALIBUR VI","2018-10-18","BANDAI NAMCO Entertainment","Single-player Online Multi-Player Local Multi-Player",0.82,0.8,0
"1085",544920,"Darwin Project","2018-03-09","Scavengers Studio","Multi-player Online Multi-Player",0.81,0.74,0
"1086",548430,"Deep Rock Galactic","2018-02-28","Coffee Stain Publishing","Single-player Multi-player Online Multi-Player",0.92,0.85,0
"1087",551730,"Toukiden 2","2017-03-21","KOEI TECMO GAMES CO., LTD.","Single-player",0.8,0.73,1
"1088",552500,"Warhammer: Vermintide 2","2018-03-08","Fatshark","Single-player",0.75,0.82,1
"1089",552590,"The Sexy Brutale","2017-04-11","Tequila Works","Single-player",0.94,0.83,1
"1090",552620,"ATOM RPG: Post-apocalyptic indie game","2018-12-19","AtomTeam","Single-player",0.86,0.7,1
"1091",552990,"World of Warships","2017-11-15","Wargaming Group Limited","Multi-player Online Multi-Player",0.72,0.81,0
"1092",553640,"ICEY","2016-11-17","X.D. Network Inc.","Single-player",0.91,0.84,1
"1093",554620,"Life is Strange: Before the Storm","2017-08-31","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player",0.93,0.77,1
"1094",555220,"Detention","2017-01-12","RedCandleGames;AGM PLAYISM","Single-player",0.76,0.83,1
"1095",555880,"Sairento VR","2018-02-06","Mixed Realms Pte Ltd","Single-player Multi-player Online Multi-Player",0.9,0.78,0
"1096",557600,"Gorogoa","2017-12-14","Annapurna Interactive","Single-player",0.97,0.84,1
"1097",558420,"Stories Untold","2017-02-27","Devolver Digital","Single-player",0.88,0.81,1
"1098",558990,"Opus Magnum","2017-12-07","Zachtronics","Single-player",0.98,0.9,1
"1099",559100,"Phantom Doctrine","2018-08-14","Good Shepherd Entertainment","Single-player Online Multi-Player",0.74,0.73,0
"1100",559210,"Rakuen","2017-05-10","Laura Shigihara","Single-player",0.97,0.84,1
"1101",560130,"Pillars of Eternity II: Deadfire","2018-05-08","Versus Evil;Obsidian Entertainment","Single-player",0.84,0.88,1
"1102",567640,"Danganronpa V3: Killing Harmony","2017-09-25","Spike Chunsoft Co., Ltd.","Single-player",0.85,0.8,1
"1103",569860,"Thimbleweed Park™","2017-03-30","Terrible Toybox","Single-player",0.94,0.84,1
"1104",570460,"Laser League","2018-05-10","505 Games","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.84,0.78,0
"1105",571310,"SteamWorld Dig 2","2017-09-22","Image & Form Games","Single-player",0.96,0.85,1
"1106",572410,"Steel Division: Normandy 44","2017-05-23","Paradox Interactive","Single-player Multi-player Online Multi-Player",0.72,0.83,0
"1107",573100,"Battlefleet Gothic: Armada 2","2019-01-24","Focus Home Interactive","Single-player Multi-player Online Multi-Player",0.73,0.77,0
"1108",577800,"NBA 2K18","2017-09-14","2K","Single-player Multi-player",0.29,0.87,0
"1109",578330,"LEGO® City Undercover","2017-04-04","TT Games","Single-player",0.7,0.8,1
"1110",578620,"GORN","2017-07-10","Devolver Digital","Single-player",0.96,0.85,1
"1111",579180,"Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-","2018-04-16","NIS America, Inc.","Single-player",0.64,0.69,1
"1112",579950,"Marvel's Guardians of the Galaxy: The Telltale Series","2017-04-18","Telltale Games","Single-player",0.87,0.78,1
"1113",581320,"Insurgency: Sandstorm","2018-12-12","Focus Home Interactive","Multi-player Online Multi-Player",0.77,0.78,0
"1114",582010,"MONSTER HUNTER: WORLD","2018-08-09","CAPCOM Co., Ltd.","Single-player Multi-player",0.67,0.88,0
"1115",582270,"Everything","2017-04-21","David OReilly;Double Fine Presents","Single-player",0.84,0.78,1
"1116",582660,"Black Desert Online","2017-05-24","Kakao Games Europe B.V.","Online Multi-Player",0.64,0.73,0
"1117",583470,"The End Is Nigh","2017-07-12","Edmund McMillen;Tyler Glaiel","Single-player",0.93,0.84,1
"1118",583950,"Artifact","2018-11-28","Valve","Single-player Online Multi-Player",0.49,0.76,0
"1119",584400,"Sonic Mania","2017-08-29","SEGA","Single-player Local Multi-Player Local",0.9,0.84,0
"1120",584980,"Late Shift","2017-04-18","Wales Interactive","Single-player",0.89,0.79,1
"1121",587620,"OKAMI HD / 大神 絶景版","2017-12-12","CAPCOM Co., Ltd.","Single-player",0.92,0.92,1
"1122",588430,"Fallout Shelter","2017-03-29","Bethesda Softworks","Single-player",0.86,0.63,1
"1123",588650,"Dead Cells","2018-08-06","Motion Twin","Single-player",0.95,0.89,1
"1124",589360,"Ni no Kuni™ II: Revenant Kingdom","2018-03-23","BANDAI NAMCO Entertainment","Single-player",0.83,0.81,1
"1125",589780,"The Red Strings Club","2018-01-22","Devolver Digital","Single-player",0.92,0.8,1
"1126",590380,"Into the Breach","2018-02-27","Subset Games","Single-player",0.92,0.9,1
"1127",593280,"Cat Quest","2017-08-08","PQube Limited","Single-player",0.96,0.79,1
"1128",594570,"Total War: WARHAMMER II","2017-09-28","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player",0.87,0.87,0
"1129",594650,"Hunt Showdown","2018-02-22","Crytek","Online Multi-Player",0.75,0.81,0
"1130",595140,"Immortal Redneck","2017-04-25","Crema","Single-player",0.91,0.7,1
"1131",597220,"West of Loathing","2017-08-10","Asymmetric","Single-player",0.98,0.87,1
"1132",599140,"Graveyard Keeper","2018-08-15","tinyBuild","Single-player",0.76,0.69,1
"1133",601150,"Devil May Cry 5","2019-03-07","CAPCOM Co., Ltd.","Single-player Online Multi-Player",0.92,0.89,0
"1134",601430,"The Evil Within 2","2017-10-12","Bethesda Softworks","Single-player",0.92,0.8,1
"1135",606150,"Moonlighter","2018-05-29","11 bit studios","Single-player",0.78,0.74,1
"1136",606280,"Darksiders III","2018-11-27","THQ Nordic","Single-player",0.71,0.7,1
"1137",607050,"Wargroove","2019-02-01","Chucklefish","Single-player Multi-player Online Multi-Player Local Multi-Player   Local    Multiplayer",0.8,0.82,0
"1138",609320,"FAR: Lone Sails","2018-05-17","Mixtvision","Single-player",0.93,0.8,1
"1139",611660,"Fallout 4 VR","2017-12-11","Bethesda Softworks","Single-player",0.69,0.78,1
"1140",611670,"The Elder Scrolls V: Skyrim VR","2018-04-02","Bethesda Softworks","Single-player",0.84,0.81,1
"1141",612880,"Wolfenstein II: The New Colossus","2017-10-26","Bethesda Softworks","Single-player",0.72,0.86,1
"1142",613100,"House Flipper","2018-05-17","Frozen District;PlayWay S.A.","Single-player",0.8,0.68,1
"1143",614570,"Dishonored®: Death of the Outsider™","2017-09-14","Bethesda Softworks","Single-player",0.84,0.81,1
"1144",617830,"SUPERHOT VR","2017-05-25","SUPERHOT Team","Single-player",0.88,0.83,1
"1145",619780,"The Swords of Ditto","2018-04-24","Devolver Digital","Single-player Local Multi-Player  Local",0.52,0.74,0
"1146",620590,"Ancestors Legacy","2018-05-22","1C Entertainment","Single-player Multi-player",0.74,0.77,0
"1147",620980,"Beat Saber","2018-05-01","Beat Games","Single-player",0.93,0.93,1
"1148",624090,"Football Manager 2018","2017-11-09","SEGA","Single-player Multi-player",0.64,0.82,0
"1149",626690,"Sword Art Online: Fatal Bullet","2018-02-23","BANDAI NAMCO Entertainment","Single-player Online Multi-Player",0.73,0.61,0
"1150",627270,"Injustice™ 2","2017-11-30","WB Games","Single-player Multi-player Online Multi-Player Local Multi-Player",0.8,0.86,0
"1151",632360,"Risk of Rain 2","2019-03-28","Gearbox Publishing","Single-player Online Multi-Player",0.95,0.85,0
"1152",633230,"NARUTO TO BORUTO: SHINOBI STRIKER","2018-08-30","BANDAI NAMCO Entertainment","Single-player Online Multi-Player",0.55,0.66,0
"1153",633460,"Tannenberg","2017-11-16","M2H","Multi-player Online Multi-Player",0.83,0.69,0
"1154",635320,"Last Day of June","2017-08-31","505 Games","Single-player",0.87,0.75,1
"1155",637090,"BATTLETECH","2018-04-24","Paradox Interactive","Single-player Multi-player Online Multi-Player  Multiplayer",0.74,0.78,0
"1156",638070,"Murderous Pursuits","2018-04-26","Blazing Griffin","Single-player Multi-player Online Multi-Player Local Multi-Player",0.61,0.63,0
"1157",638970,"Yakuza 0","2018-08-01","SEGA","Single-player Multi-player Online Multi-Player Local Multi-Player",0.87,0.86,0
"1158",640820,"Pathfinder: Kingmaker","2018-09-25","Deep Silver","Single-player",0.71,0.73,1
"1159",641990,"The Escapists 2","2017-08-21","Team17 Digital Ltd","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.81,0.75,0
"1160",644930,"They Are Billions","2017-12-12","Numantian Games","Single-player",0.86,0.77,1
"1161",646570,"Slay the Spire","2019-01-23","Mega Crit Games","Single-player",0.96,0.89,1
"1162",648350,"Jurassic World Evolution","2018-06-11","Frontier Developments","Single-player",0.71,0.69,1
"1163",650000,"DOOM VFR","2017-11-30","Bethesda Softworks","Single-player",0.58,0.69,1
"1164",653530,"Return of the Obra Dinn","2018-10-18","3909","Single-player",0.97,0.89,1
"1165",654880,"Dream Daddy: A Dad Dating Simulator","2017-07-20","Game Grumps","Single-player",0.89,0.72,1
"1166",666140,"My Time At Portia","2019-01-15","Team17 Digital Ltd","Single-player",0.91,0.73,1
"1167",675260,"Batman: The Enemy Within - The Telltale Series","2017-08-08","Telltale Games","Single-player",0.86,0.79,1
"1168",676820,"Subsurface Circular","2017-08-17","Bithell Games","Single-player",0.95,0.83,1
"1169",677160,"We Were Here Too","2018-02-02","Total Mayhem Games","Multi-player Online Multi-Player   Multiplayer",0.78,0.69,0
"1170",678950,"DRAGON BALL FighterZ","2018-01-26","BANDAI NAMCO Entertainment","Single-player Multi-player Online Multi-Player",0.82,0.85,0
"1171",684410,"Bridge Constructor Portal","2017-12-20","Headup;Whisper Games","Single-player",0.9,0.77,1
"1172",690790,"DiRT Rally 2.0","2019-02-25","Codemasters","Single-player Multi-player Online Multi-Player",0.6,0.84,0
"1173",711660,"CHUCHEL","2018-03-07","Amanita Design","Single-player",0.74,0.81,1
"1174",718670,"Cultist Simulator","2018-05-31","Humble Bundle","Single-player",0.75,0.71,1
"1175",728880,"Overcooked! 2","2018-08-07","Team17 Digital Ltd","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.81,0.81,0
"1176",736260,"Baba Is You","2019-03-13","Hempuli Oy","Single-player",0.98,0.87,1
"1177",737800,"F1 2018","2018-08-23","Codemasters","Single-player Multi-player",0.8,0.83,0
"1178",738520,"Breathedge","2018-09-13","RedRuins Softworks","Single-player",0.93,0.71,1
"1179",743090,"Defiance 2050","2018-07-10","Trion Worlds","Online Multi-Player",0.39,0.48,0
"1180",743450,"Monster Prom","2018-04-27","Those Awesome Guys","Single-player Multi-player Online Multi-Player Local Multi-Player",0.88,0.73,0
"1181",750920,"Shadow of the Tomb Raider","2018-09-14","Square Enix","Single-player",0.71,0.77,1
"1182",751780,"Forager","2019-04-18","Humble Bundle","Single-player",0.89,0.78,1
"1183",760060,"Mutant Year Zero: Road to Eden","2018-12-04","Funcom","Single-player",0.88,0.78,1
"1184",761620,"Beholder 2","2018-12-04","Alawar Premium","Single-player",0.84,0.76,1
"1185",761890,"Albion Online","2018-05-16","Sandbox Interactive GmbH","Online Multi-Player   Multiplayer",0.56,0.72,0
"1186",785740,"This Is the Police 2","2018-07-31","THQ Nordic","Single-player",0.76,0.66,1
"1187",787860,"Farming Simulator 19","2018-11-19","Focus Home Interactive","Single-player Multi-player   Multiplayer",0.77,0.73,0
"1188",794260,"Outward","2019-03-26","Deep Silver","Single-player  Local",0.73,0.67,0
"1189",814380,"Sekiro™: Shadows Die Twice","2019-03-21","Activision (Excluding Japan and Asia);FromSoftware (Japan);方块游戏 (Asia)","Single-player",0.88,0.88,1
"1190",815370,"Green Hell","2018-08-29","Creepy Jar","Single-player",0.84,0.78,1
"1191",816020,"JUMP FORCE","2019-02-14","BANDAI NAMCO Entertainment","Single-player Online Multi-Player Local Multi-Player",0.56,0.6,0
"1192",834530,"Yakuza Kiwami","2019-02-19","SEGA","Single-player Multi-player",0.93,0.8,0
"1193",838310,"Bloodstained: Curse of the Moon","2018-05-24","INTI CREATES CO., LTD.","Single-player",0.95,0.77,1
"1194",838380,"DEAD OR ALIVE 6","2019-02-28","KOEI TECMO GAMES CO., LTD.","Single-player Multi-player Online Multi-Player Local Multi-Player",0.63,0.73,0
"1195",841370,"NBA 2K19","2018-09-06","2K","Single-player Multi-player",0.28,0.76,0
"1196",845070,"The Awesome Adventures of Captain Spirit","2018-06-25","Square Enix","Single-player",0.92,0.79,1
"1197",847370,"Sunset Overdrive","2018-11-16","Microsoft Studios","Single-player",0.9,0.83,1
"1198",863550,"HITMAN™ 2","2018-11-13","Warner Bros Interactive Entertainment","Single-player Online Multi-Player",0.86,0.82,0
"1199",868360,"Project Hospital","2018-10-30","Oxymoron Games","Single-player",0.81,0.75,1
"1200",872790,"Football Manager 2019","2018-11-02","SEGA","Single-player Multi-player",0.75,0.86,0
"1201",883710,"RESIDENT EVIL 2 / BIOHAZARD RE:2","2019-01-24","CAPCOM Co., Ltd.","Single-player",0.96,0.89,1
"1202",893180,"Catherine Classic","2019-01-10","SEGA","Single-player Local Multi-Player",0.85,0.8,0
"1203",899440,"GOD EATER 3","2019-02-07","BANDAI NAMCO Entertainment","Single-player Online Multi-Player",0.77,0.71,0
"1204",942970,"Unheard","2019-03-28","NEXT Studios;bilibili","Single-player",0.95,0.72,1
"1205",973760,"Thronebreaker: The Witcher Tales","2018-11-09","CD PROJEKT RED","Single-player",0.87,0.85,1
